;;P1;P1H1;P1H2;P2;P2H1;P2H2;P3;P3H1;P3H2;P4;P4H1;P4H2;P5;P5H1;P5H2;P6;P6H1;P6H2;Flop1;Flop2;Flop3;Turn;River;Dealer
;"3;6H5C4;KHJC5;AH6D6;7H5H1;JS6C;;TC2S7S3D    0";Simon Lam;JS;6C;Nick Schulman;0;0;Ole Schemion;6H;5C;Griffin Paul ;KH;JC;Ryan Tosoc;AH;6D;Tony Dunst;7H;5H;TC;2S;7S;3D;  ;0
;"3;AH9S4;JD2C5;ADKH6;TH2D1;QHJS;;AS9C4S4H2H 0";Simon Lam;QH;JS;Nick Schulman;0;0;Ole Schemion;AH;9S;Griffin Paul ;JD;2C;Ryan Tosoc;AD;KH;Tony Dunst;TH;2D;AS;9C;4S;4H;2H;0
;"4;QD5H5;6H3S6;QS9S1;JH2C3;JDTS;;6S8C5C3C4C 0";Simon Lam;JH;2C;Nick Schulman;0;0;Ole Schemion;JD;TS;Griffin Paul ;QD;5H;Ryan Tosoc;6H;3S;Tony Dunst;QS;9S;6S;8C;5C;3C;4C;0
;"6;8H3C1;KS9C3;AD2D4;9D5S5;7H6H;;5HQD6SASQC 0";Simon Lam;KS;9C;Nick Schulman;0;0;Ole Schemion;AD;2D;Griffin Paul ;9D;5S;Ryan Tosoc;7H;6H;Tony Dunst;8H;3C;5H;QD;6S;AS;QC;0
;"3;ADJD4;5H4D5;6D2H6;8H5C1;JHJC;;KCAS3CQH    0";Simon Lam;JH;JC;Nick Schulman;0;0;Ole Schemion;AD;JD;Griffin Paul ;5H;4D;Ryan Tosoc;6D;2H;Tony Dunst;8H;5C;KC;AS;3C;QH;  ;0
;"5;7H2C6;AH4H1;6D5C3;KCJC4;3S2D;;QH8HJS2H5D 0";Simon Lam;6D;5C;Nick Schulman;0;0;Ole Schemion;KC;JC;Griffin Paul ;3S;2D;Ryan Tosoc;7H;2C;Tony Dunst;AH;4H;QH;8H;JS;2H;5D;0
;"3;KC7C4;7H4C5;8C4S6;AS2D1;AC8H;;6DADTDQS   0";Simon Lam;AC;8H;Nick Schulman;0;0;Ole Schemion;KC;7C;Griffin Paul ;7H;4C;Ryan Tosoc;8C;4S;Tony Dunst;AS;2D;6D;AD;TD;QS;  ;0
;"4;AC4H5;8H6H6;7S7H1;9C8C3;KC9H;;6S5CJH5H   0";Simon Lam;9C;8C;Nick Schulman;0;0;Ole Schemion;KC;9H;Griffin Paul ;AC;4H;Ryan Tosoc;8H;6H;Tony Dunst;7S;7H;6S;5C;JH;5H;  ;0
;"1;TC4C3;3D2C4;6H6D5;KD8S6;ASKC;;8HJD4DTD3C 0";Simon Lam;TC;4C;Nick Schulman;0;0;Ole Schemion;3D;2C;Griffin Paul ;6H;6D;Ryan Tosoc;KD;8S;Tony Dunst;AS;KC;8H;JD;4D;TD;3C;0
;"3;JC6H4;4S4D5;9H2H6;KH3C1;9C6D;;QC9DKS3HAH 0";Simon Lam;9C;6D;Nick Schulman;0;0;Ole Schemion;JC;6H;Griffin Paul ;4S;4D;Ryan Tosoc;9H;2H;Tony Dunst;KH;3C;QC;9D;KS;3H;AH;0
;"4;AHKS5;QDTS6;5D5C1;QS6H3;JS7D;;5S9S8S3HTC     0";Simon Lam;QS;6H;Nick Schulman;0;0;Ole Schemion;JS;7D;Griffin Paul ;AH;KS;Ryan Tosoc;QD;TS;Tony Dunst;5D;5C;5S;9S;8S;3H;TC;0
;"1;6H4S3;KH6D5;5H2D6;QH9C;;9D3H8HJD5D 0";Simon Lam;6H;4S;Nick Schulman;0;0;Ole Schemion;KH;6D;Griffin Paul ;0;0;Ryan Tosoc;5H;2D;Tony Dunst;QH;9C;9D;3H;8H;JD;5D;0
;"5;KH4C6;AC6H1;JCTH3;KDTD;;5HQC5S8D    1";Simon Lam;JC;TH;Nick Schulman;0;0;Ole Schemion;KD;TD;Griffin Paul ;0;0;Ryan Tosoc;KH;4C;Tony Dunst;AC;6H;5H;QC;5S;8D;  ;1
;"1;JD6S3;3S3H5;AH8C6;9H5C;;KS3C6H8D5H 1";Simon Lam;JD;6S;Nick Schulman;0;0;Ole Schemion;3S;3H;Griffin Paul ;0;0;Ryan Tosoc;AH;8C;Tony Dunst;9H;5C;KS;3C;6H;8D;5H;1
;"3;QCJS5;8D4S6;8C5D1;AD6H;;9DACJH7S7H 1";Simon Lam;AD;6H;Nick Schulman;0;0;Ole Schemion;QC;JS;Griffin Paul ;0;0;Ryan Tosoc;8D;4S;Tony Dunst;8C;5D;9D;AC;JH;7S;7H;1
;"5;7H6D6;ASQC1;KD9C3;ACJS;;5SQS9S2S2C 1";Simon Lam;KD;9C;Nick Schulman;0;0;Ole Schemion;AC;JS;Griffin Paul ;0;0;Ryan Tosoc;7H;6D;Tony Dunst;AS;QC;5S;QS;9S;2S;2C;1
;"1;4H4D3;7H5S5;QD3S6;QS8C;;KH3CTS8D6H 1";Simon Lam;4H;4D;Nick Schulman;0;0;Ole Schemion;7H;5S;Griffin Paul ;0;0;Ryan Tosoc;QD;3S;Tony Dunst;QS;8C;KH;3C;TS;8D;6H;1
;"3;7S2H5;QH3D6;9D3H1;TD2D;;6H8DTHKH7D 1";Simon Lam;TD;2D;Nick Schulman;0;0;Ole Schemion;7S;2H;Griffin Paul ;0;0;Ryan Tosoc;QH;3D;Tony Dunst;9D;3H;6H;8D;TH;KH;7D;1
;"6;AH4D1;QS9H3;8C3H5;JS6C;;5S6D4CJCQD 1";Simon Lam;QS;9H;Nick Schulman;0;0;Ole Schemion;8C;3H;Griffin Paul ;0;0;Ryan Tosoc;JS;6C;Tony Dunst;AH;4D;5S;6D;4C;JC;QD;1
;"1;9C5S3;QSTD5;QD5C6;TC2H 1";Simon Lam;9C;5S;Nick Schulman;0;0;Ole Schemion;QS;TD;Griffin Paul ;0;0;Ryan Tosoc;QD;5C;Tony Dunst;TC;2H;0;0;0;0;0;1
;"5;QD6D6;JDTH1;KDTS3;9C3D 1";Simon Lam;KD;TS;Nick Schulman;0;0;Ole Schemion;9C;3D;Griffin Paul ;0;0;Ryan Tosoc;QD;6D;Tony Dunst;JD;TH;0;0;0;0;0;1
;"1;9S7C3;8C2S5;QDJC6;QS8H;;3STH9H5C6H 1";Simon Lam;9S;7C;Nick Schulman;0;0;Ole Schemion;8C;2S;Griffin Paul ;0;0;Ryan Tosoc;QD;JC;Tony Dunst;QS;8H;3S;TH;9H;5C;6H;1
;"1;KDJS3;6D3S5;KCTD6;8S8C 1";Simon Lam;KD;JS;Nick Schulman;0;0;Ole Schemion;6D;3S;Griffin Paul ;0;0;Ryan Tosoc;KC;TD;Tony Dunst;8S;8C;0;0;0;0;0;1
;"6;JH3C1;KHQD3;TSTC5;AC7S;;3H9H2D     1";Simon Lam;KH;QD;Nick Schulman;0;0;Ole Schemion;TS;TC;Griffin Paul ;0;0;Ryan Tosoc;AC;7S;Tony Dunst;JH;3C;3H;9H;2D;  ;  ;1
;"3;JD7H5;KS6C6;QD8D1;AHAC;;3C6HJH     1";Simon Lam;AH;AC;Nick Schulman;0;0;Ole Schemion;JD;7H;Griffin Paul ;0;0;Ryan Tosoc;KS;6C;Tony Dunst;QD;8D;3C;6H;JH;  ;  ;1
;"3;8C4S5;AD6C6;AHQH1;5D2H;;QC4CACTD9D 1";Simon Lam;5D;2H;Nick Schulman;0;0;Ole Schemion;8C;4S;Griffin Paul ;0;0;Ryan Tosoc;AD;6C;Tony Dunst;AH;QH;QC;4C;AC;TD;9D;1
;"5;9S6H6;7D5H1;TSTC3;KCJC;;6CTD7S4HQD 1";Simon Lam;TS;TC;Nick Schulman;0;0;Ole Schemion;KC;JC;Griffin Paul ;0;0;Ryan Tosoc;9S;6H;Tony Dunst;7D;5H;6C;TD;7S;4H;QD;1
;"6;5D4S1;9H8C3;TC8S5;KC2D;;3HKH9C4C   1";Simon Lam;9H;8C;Nick Schulman;0;0;Ole Schemion;TC;8S;Griffin Paul ;0;0;Ryan Tosoc;KC;2D;Tony Dunst;5D;4S;3H;KH;9C;4C;  ;1
;"6;QS2C1;5D3D3;AD4D5;AS6D;;AH4SQC6CJS 1";Simon Lam;5D;3D;Nick Schulman;0;0;Ole Schemion;AD;4D;Griffin Paul ;0;0;Ryan Tosoc;AS;6D;Tony Dunst;QS;2C;AH;4S;QC;6C;JS;1
;"1;7D7C3;TH3C5;9D2D6;4C2C;;8H6D3DJS5D 1";Simon Lam;7D;7C;Nick Schulman;0;0;Ole Schemion;TH;3C;Griffin Paul ;0;0;Ryan Tosoc;9D;2D;Tony Dunst;4C;2C;8H;6D;3D;JS;5D;1
;"3;6D5C5;KC2C6;TD4D1;9S8C;;KD4CAD      1";Simon Lam;9S;8C;Nick Schulman;0;0;Ole Schemion;6D;5C;Griffin Paul ;0;0;Ryan Tosoc;KC;2C;Tony Dunst;TD;4D;KD;4C;AD;  ;  ;1
;"3;6C5C5;9H2D6;AS8D1;KC7D;;7C4CQDTCAH 0";Simon Lam;KC;7D;Nick Schulman;0;0;Ole Schemion;6C;5C;Griffin Paul ;0;0;Ryan Tosoc;9H;2D;Tony Dunst;AS;8D;7C;4C;QD;TC;AH;0
;"5;TS8C6;ASQD3;3D2C;;6H7S5S8D    0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;3D;2C;Griffin Paul ;0;0;Ryan Tosoc;TS;8C;Tony Dunst;AS;QD;6H;7S;5S;8D;  ;0
;"6;KD2C3;QHJD5;QC7H;;5D2S9DTC    0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;QH;JD;Griffin Paul ;0;0;Ryan Tosoc;QC;7H;Tony Dunst;KD;2C;5D;2S;9D;TC;  ;0
;"3;4C2D5;QH9D6;QS2H 0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;4C;2D;Griffin Paul ;0;0;Ryan Tosoc;QH;9D;Tony Dunst;QS;2H;0;0;0;0;0;0
;"5;9S8D6;JDJC3;KCTC 0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;KC;TC;Griffin Paul ;0;0;Ryan Tosoc;9S;8D;Tony Dunst;JD;JC;0;0;0;0;0;0
;"3;JDTS5;ACKC6;QD3C 1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;JD;TS;Griffin Paul ;0;0;Ryan Tosoc;AC;KC;Tony Dunst;QD;3C;0;0;0;0;0;1
;"6;6H5H3;AD2C5;KS5D;;6D2STD      1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;AD;2C;Griffin Paul ;0;0;Ryan Tosoc;KS;5D;Tony Dunst;6H;5H;6D;2S;TD;  ;  ;1
;"3;6S7S5;ACKC6;JD5H;;4H3CJS8SQS 1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;6S;7S;Griffin Paul ;0;0;Ryan Tosoc;AC;KC;Tony Dunst;JD;5H;4H;3C;JS;8S;QS;1
;"6;KCTS3;QH8S5;7D5C;;KH4C8CTD    1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;QH;8S;Griffin Paul ;0;0;Ryan Tosoc;7D;5C;Tony Dunst;KC;TS;KH;4C;8C;TD;  ;1
;"3;3S3C5;KHKC6;AS2S;;9SKD5D      1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;3S;3C;Griffin Paul ;0;0;Ryan Tosoc;KH;KC;Tony Dunst;AS;2S;9S;KD;5D;  ;  ;1
;"6;JD2C3;TD9D5;JS9S;;8CQC2D3C7H 1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;TD;9D;Griffin Paul ;0;0;Ryan Tosoc;JS;9S;Tony Dunst;JD;2C;8C;QC;2D;3C;7H;1
;"3;KS7S5;TS8C6;JH2S;;4HJS2D      1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;KS;7S;Griffin Paul ;0;0;Ryan Tosoc;TS;8C;Tony Dunst;JH;2S;4H;JS;2D;  ;  ;1
;"6;6C2C3;AD7C5;QC8D;;AHAC2S        0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;AD;7C;Griffin Paul ;0;0;Ryan Tosoc;QC;8D;Tony Dunst;6C;2C;AH;AC;2S;  ;  ;0
;"3;QD9C5;6S2D6;5D5C;;7D8D2HTH    0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;QD;9C;Griffin Paul ;0;0;Ryan Tosoc;6S;2D;Tony Dunst;5D;5C;7D;8D;2H;TH;  ;0
;"5;6C4C6;AD8S3;AS2H;;JC8H4DAHQS 0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;AS;2H;Griffin Paul ;0;0;Ryan Tosoc;6C;4C;Tony Dunst;AD;8S;JC;8H;4D;AH;QS;0
;"3;JD9H5;KC5D6;QHTH;;TS3CKH4D8D 0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;JD;9H;Griffin Paul ;0;0;Ryan Tosoc;KC;5D;Tony Dunst;QH;TH;TS;3C;KH;4D;8D;0
;"6;JSJD3;KD8C5;9C5C;;KS8D5D2HAH 0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;KD;8C;Griffin Paul ;0;0;Ryan Tosoc;9C;5C;Tony Dunst;JS;JD;KS;8D;5D;2H;AH;0
;"3;JD8S5;ADQD6;9D3D;;JC5D2H7C   0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;JD;8S;Griffin Paul ;0;0;Ryan Tosoc;AD;QD;Tony Dunst;9D;3D;JC;5D;2H;7C;  ;0
;"5;9C3D6;JC8H3;KC8C;;AHKH5STC   0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;KC;8C;Griffin Paul ;0;0;Ryan Tosoc;9C;3D;Tony Dunst;JC;8H;AH;KH;5S;TC;  ;0
;"5;TD9D6;JD8C3;QC2C;;QDTC7C4H3D 0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;QC;2C;Griffin Paul ;0;0;Ryan Tosoc;TD;9D;Tony Dunst;JD;8C;QD;TC;7C;4H;3D;0
;"3;KHKC5;4D3D6;8C4H;;4C8DJS      0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;KH;KC;Griffin Paul ;0;0;Ryan Tosoc;4D;3D;Tony Dunst;8C;4H;4C;8D;JS;  ;  ;0
;"5;QH7H6;QS4H3;KH2H;;5H3H6D9DJS 0";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;KH;2H;Griffin Paul ;0;0;Ryan Tosoc;QH;7H;Tony Dunst;QS;4H;5H;3H;6D;9D;JS;0
;"6;AH4S3;KC8C;;TS5CAD3H    1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;KC;8C;Griffin Paul ;0;0;Ryan Tosoc;0;0;Tony Dunst;AH;4S;TS;5C;AD;3H;  ;1
;"3;8D5C6;AD3H;;4D4SACQC   1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;8D;5C;Griffin Paul ;0;0;Ryan Tosoc;0;0;Tony Dunst;AD;3H;4D;4S;AC;QC;  ;1
;"6;8H8C3;JC3C;;7D7CTHKC   1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;JC;3C;Griffin Paul ;0;0;Ryan Tosoc;0;0;Tony Dunst;8H;8C;7D;7C;TH;KC;  ;1
;"6;9S9H3;7H7C;;2HJD4H8HAD 1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;7H;7C;Griffin Paul ;0;0;Ryan Tosoc;0;0;Tony Dunst;9S;9H;2H;JD;4H;8H;AD;1
;"6;JS7H3;KD6S;;9STH7S4HKS 1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;KD;6S;Griffin Paul ;0;0;Ryan Tosoc;0;0;Tony Dunst;JS;7H;9S;TH;7S;4H;KS;1
16 SEASON;"3;QS9S6;KC5D;;TSJHKH4STD 1";Simon Lam;0;0;Nick Schulman;0;0;Ole Schemion;QS;9S;Griffin Paul ;0;0;Ryan Tosoc;0;0;Tony Dunst;KC;5D;TS;JH;KH;4S;TD;1
1 Jeb 2 Jay 3 Paul 4 Eric 5 Mike     6 Josh;"1;5S5C2;KS7D3;AH9C4;8D6D5;6C3D6;9D2H 0";Jeb Hutton;5S;5C;Jay Lee;KS;7D;Paul Fisher;AH;9C;Eric Bunch;8D;6D;Mike Stashin;6C;3D;Josh Kay;9D;2H;0;0;0;0;0;0
;"4;KS5H5;AD6D6;AS8S1;TH4S2;3S3C3;9H5D 0";Jeb Hutton;TH;4S;Jay Lee;3S;3C;Paul Fisher;9H;5D;Eric Bunch;KS;5H;Mike Stashin;AD;6D;Josh Kay;AS;8S;0;0;0;0;0;0
;"6;AHKD1;KC9S2;6H5S3;ADQD4;TD7S5;9C3D;;5C2HTS       0";Jeb Hutton;KC;9S;Jay Lee;6H;5S;Paul Fisher;AD;QD;Eric Bunch;TD;7S;Mike Stashin;9C;3D;Josh Kay;AH;KD;5C;2H;TS;  ;  ;0
;"1;KH4D2;8S8H3;AHQH4;QS5S5;AS3S6;KDJC 0";Jeb Hutton;KH;4D;Jay Lee;8S;8H;Paul Fisher;AH;QH;Eric Bunch;QS;5S;Mike Stashin;AS;3S;Josh Kay;KD;JC;0;0;0;0;0;0
;"3;QSQD4;9C3C5;7H3S6;TS7D1;6S4H2;KHTC;;QCADJDJHAH 0";Jeb Hutton;6S;4H;Jay Lee;KH;TC;Paul Fisher;QS;QD;Eric Bunch;9C;3C;Mike Stashin;7H;3S;Josh Kay;TS;7D;QC;AD;JD;JH;AH;0
;"4;KS9C5;QH5H6;KD4D1;JC8D2;8H2C3;JHTC;;ASAHJSTH   0";Jeb Hutton;JC;8D;Jay Lee;8H;2C;Paul Fisher;JH;TC;Eric Bunch;KS;9C;Mike Stashin;QH;5H;Josh Kay;KD;4D;AS;AH;JS;TH;  ;0
;"6;9C5S1;AD7H2;8D2C3;QS7C4;9D3D5;ASAH 0";Jeb Hutton;AD;7H;Jay Lee;8D;2C;Paul Fisher;QS;7C;Eric Bunch;9D;3D;Mike Stashin;AS;AH;Josh Kay;9C;5S;0;0;0;0;0;0
;"4;KH7S5;6S6D6;AD7C1;JD7D2;9C8S3;QC3D 0";Jeb Hutton;JD;7D;Jay Lee;9C;8S;Paul Fisher;QC;3D;Eric Bunch;KH;7S;Mike Stashin;6S;6D;Josh Kay;AD;7C;0;0;0;0;0;0
;"6;QC3C1;6H3S2;AHJC3;QS8H4;9H7S5;JSTS 0";Jeb Hutton;6H;3S;Jay Lee;AH;JC;Paul Fisher;QS;8H;Eric Bunch;9H;7S;Mike Stashin;JS;TS;Josh Kay;QC;3C;0;0;0;0;0;0
;"5;7H2C6;9S2H1;KH7D2;QDTS3;JD6S4;KDKC 1";Jeb Hutton;KH;7D;Jay Lee;QD;TS;Paul Fisher;JD;6S;Eric Bunch;KD;KC;Mike Stashin;7H;2C;Josh Kay;9S;2H;0;0;0;0;0;1
;"2;JC9S3;ADQC4;AC9D5;5D3D6;6C4C1;ASKC 1";Jeb Hutton;AS;KC;Jay Lee;JC;9S;Paul Fisher;AD;QC;Eric Bunch;AC;9D;Mike Stashin;5D;3D;Josh Kay;6C;4C;0;0;0;0;0;1
;"5;7S3D6;KHQD1;KDTC2;QC7C3;ASTH4;KCQH;;9D9HJS      1";Jeb Hutton;KD;TC;Jay Lee;QC;7C;Paul Fisher;AS;TH;Eric Bunch;KC;QH;Mike Stashin;7S;3D;Josh Kay;KH;QD;9D;9H;JS;  ;  ;1
;"5;QS8D6;JD7C1;7D4C2;QDQC3;AS3D4;KS4S;;6S2H4D2S6D 0";Jeb Hutton;7D;4C;Jay Lee;QD;QC;Paul Fisher;AS;3D;Eric Bunch;KS;4S;Mike Stashin;QS;8D;Josh Kay;JD;7C;6S;2H;4D;2S;6D;0
;"1;ASAH2;KH6S3;8S8C4;8H7H5;7C2S6;7S7D;;2C9S4DQDJD 0";Jeb Hutton;AS;AH;Jay Lee;KH;6S;Paul Fisher;8S;8C;Eric Bunch;8H;7H;Mike Stashin;7C;2S;Josh Kay;7S;7D;2C;9S;4D;QD;JD;0
;"1;5D2H2;QH3H3;JH6S4;KH6D5;KS7H6;TD3D;;8S4SJD3S4H 0";Jeb Hutton;5D;2H;Jay Lee;QH;3H;Paul Fisher;JH;6S;Eric Bunch;KH;6D;Mike Stashin;KS;7H;Josh Kay;TD;3D;8S;4S;JD;3S;4H;0
;"1;QS7D2;4D3S3;TH9D5;QCTC6;QD5C;;5DAHJH5S     1";Jeb Hutton;QS;7D;Jay Lee;4D;3S;Paul Fisher;TH;9D;Eric Bunch;0;0;Mike Stashin;QC;TC;Josh Kay;QD;5C;5D;AH;JH;5S;  ;1
;"1;QH6D2;8S8H3;AC2D5;QSTH6;6C3H 1";Jeb Hutton;QH;6D;Jay Lee;8S;8H;Paul Fisher;AC;2D;Eric Bunch;0;0;Mike Stashin;QS;TH;Josh Kay;6C;3H;0;0;0;0;0;1
;"5;4D3C6;AC7S1;JD3H2;TS6H3;AS7D 1";Jeb Hutton;JD;3H;Jay Lee;TS;6H;Paul Fisher;AS;7D;Eric Bunch;0;0;Mike Stashin;4D;3C;Josh Kay;AC;7S;0;0;0;0;0;1
;"1;TH8S2;8C4S3;QH3H5;KSKD6;KH6H;;TS9H8D6D7H 0";Jeb Hutton;TH;8S;Jay Lee;8C;4S;Paul Fisher;QH;3H;Eric Bunch;0;0;Mike Stashin;KS;KD;Josh Kay;KH;6H;TS;9H;8D;6D;7H;0
;"6;TS5D1;7S4S2;8H2S3;KS7D5;JD6C;;6SJSKHTHJC 0";Jeb Hutton;7S;4S;Jay Lee;8H;2S;Paul Fisher;KS;7D;Eric Bunch;0;0;Mike Stashin;JD;6C;Josh Kay;TS;5D;6S;JS;KH;TH;JC;0
;"6;AD4D1;QS9S2;KS3S5;TH6C;;TC3C8C9C7C 1";Jeb Hutton;QS;9S;Jay Lee;KS;3S;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;TH;6C;Josh Kay;AD;4D;TC;3C;8C;9C;7C;1
;"6;9H4S1;TD3H2;7S7D5;AC9C;;6SJS4C8S8H 1";Jeb Hutton;TD;3H;Jay Lee;7S;7D;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;AC;9C;Josh Kay;9H;4S;6S;JS;4C;8S;8H;1
;"5;KHQD6;4D3D1;9S2C2;AHAD 0";Jeb Hutton;9S;2C;Jay Lee;AH;AD;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;KH;QD;Josh Kay;4D;3D;0;0;0;0;0;0
;"6;JH2H1;6H6C2;QSQC5;8S8D;;KSJSKHTC4H 0";Jeb Hutton;6H;6C;Jay Lee;QS;QC;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;8S;8D;Josh Kay;JH;2H;KS;JS;KH;TC;4H;0
;"2;KSKC6;QC9S1;JHJD;;5H4C9CJS3H 0";Jeb Hutton;JH;JD;Jay Lee;KS;KC;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;QC;9S;5H;4C;9C;JS;3H;0
;"1;KS7D2;AC4H6;JD9C;;3CQC2S3D    1";Jeb Hutton;KS;7D;Jay Lee;AC;4H;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;JD;9C;3C;QC;2S;3D;  ;1
;"2;QD4S6;8H6C1;JH9D;;8DKD8C6D2S 0";Jeb Hutton;JH;9D;Jay Lee;QD;4S;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;8H;6C;8D;KD;8C;6D;2S;0
;"6;JS9D1;AS8H2;6D4S;;3HJHKH8S4H 0";Jeb Hutton;AS;8H;Jay Lee;6D;4S;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;JS;9D;3H;JH;KH;8S;4H;0
;"1;ADQD2;AS6D6;5S4C;;QH3CAH      0";Jeb Hutton;AD;QD;Jay Lee;AS;6D;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;5S;4C;QH;3C;AH;  ;  ;0
;"6;JS2S1;AC9D2;KS9S;;8S2D5STS9H 0";Jeb Hutton;AC;9D;Jay Lee;KS;9S;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;JS;2S;8S;2D;5S;TS;9H;0
;"6;ASKC1;6S3S2;QS3D;;5HKSJC4D7S 0";Jeb Hutton;6S;3S;Jay Lee;QS;3D;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;AS;KC;5H;KS;JC;4D;7S;0
;"2;JS5S6;7S6D1;AH5C;;QSTSKD      0";Jeb Hutton;AH;5C;Jay Lee;JS;5S;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;7S;6D;QS;TS;KD;  ;  ;0
;"6;7H6H1;ADJS2;9C8D 1";Jeb Hutton;AD;JS;Jay Lee;9C;8D;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;7H;6H;0;0;0;0;0;1
;"6;AHJD1;JS7S2;TC3C;;4C5SQD5CAD 1";Jeb Hutton;JS;7S;Jay Lee;TC;3C;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;AH;JD;4C;5S;QD;5C;AD;1
;"2;3D2D6;KSKH1;9H8H;;4H9C7H6H6S 1";Jeb Hutton;9H;8H;Jay Lee;3D;2D;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;KS;KH;4H;9C;7H;6H;6S;1
;"1;TD7D2;QS5S6;9D8C;;AC5D7CQH   1";Jeb Hutton;TD;7D;Jay Lee;QS;5S;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;9D;8C;AC;5D;7C;QH;  ;1
;"1;KH8H2;KDKC6;AHJH 1";Jeb Hutton;KH;8H;Jay Lee;KD;KC;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;AH;JH;0;0;0;0;0;1
;"6;KH3C1;3S3D2;KS7S;;9D3HJH      1";Jeb Hutton;3S;3D;Jay Lee;KS;7S;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;KH;3C;9D;3H;JH;  ;  ;1
;"1;TS2C2;QC5C6;6H3H;;6D7C5S8C2H 0";Jeb Hutton;TS;2C;Jay Lee;QC;5C;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;6H;3H;6D;7C;5S;8C;2H;0
;"1;AD9S2;8D5C6;7S5S;;8H6CKD4C9C 0";Jeb Hutton;AD;9S;Jay Lee;8D;5C;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;7S;5S;8H;6C;KD;4C;9C;0
;"2;TC9D6;5S5H1;AD8D 0";Jeb Hutton;AD;8D;Jay Lee;TC;9D;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;5S;5H;0;0;0;0;0;0
;"1;9D4D2;ASJH6;JS2D  0";Jeb Hutton;9D;4D;Jay Lee;AS;JH;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;JS;2D;0;0;0;0;0;0
;"2;QD6H6;TS7S1;3C2H;;KHQHJDASTD 0";Jeb Hutton;3C;2H;Jay Lee;QD;6H;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;TS;7S;KH;QH;JD;AS;TD;0
;"6;ADKC1;JD5H2;ASQC;;QS8H6S2HJS 0";Jeb Hutton;JD;5H;Jay Lee;AS;QC;Paul Fisher;0;0;Eric Bunch;0;0;Mike Stashin;0;0;Josh Kay;AD;KC;QS;8H;6S;2H;JS;0
